yapim_id,lokasyon_id,sahne_bilgisi
672,174,Son dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
57,225,Anne dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
288,250,Familya dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
208,180,Canım Ailem dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
121,165,Babil dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
238,224,Dinle Sevgili dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
195,259,Boynu Bükükler dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
862,209,İbreti Ailem dizisinin ana çekim mekanlarından biri Kandilli ve çevresidir.
761,223,Vurgun dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
898,212,Şampiyon dizisinin ana çekim mekanlarından biri Karaköy ve çevresidir.
530,245,Masum Değiliz dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
723,199,Tozkoparan İskender dizisinin ana çekim mekanlarından biri Galata Kulesi ve çevresidir.
487,218,Küstüm Çiçeği dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
144,169,Ben de Özledim dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
826,224,Çalıkuşu dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
462,212,Koyu Kırmızı dizisinin ana çekim mekanlarından biri Karaköy ve çevresidir.
400,202,Kampüsistan dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
571,225,No 309 dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
731,267,Ufak Tefek Cinayetler dizisinin ana çekim mekanlarından biri İstiklal Caddesi ve çevresidir.
554,180,Muhteşem İkili dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
43,218,Aldırma Gönül dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
422,194,Kasaba Doktoru dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
607,176,Reaksiyon dizisinin ana çekim mekanlarından biri Belgrad Ormanı ve çevresidir.
11,224,A.Ş.K. dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
269,213,Esaret dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
13,223,Acayip Hikayeler dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
896,254,Şahin Tepesi dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
354,180,Hangimiz Sevmedik dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
304,176,Galip Derviş dizisinin ana çekim mekanlarından biri Belgrad Ormanı ve çevresidir.
276,180,Evli ve Öfkeli dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
859,194,Üvey Baba dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
546,165,Meryem dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
619,224,Rüya dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
381,213,Hizmetçiler dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
247,202,Dudaktan Kalbe dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
455,215,Kollama dizisinin ana çekim mekanlarından biri Kilyos Sahili ve çevresidir.
338,218,Güneşin Kızları dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
521,169,Mahallenin Muhtarları dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
886,246,İçerde dizisinin ana çekim mekanlarından biri Tarlabaşı ve çevresidir.
435,212,Kayıtdışı dizisinin ana çekim mekanlarından biri Karaköy ve çevresidir.
411,165,Kara Yazı dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
790,215,Yeni Hayat dizisinin ana çekim mekanlarından biri Kilyos Sahili ve çevresidir.
806,267,Yüz Yüze dizisinin ana çekim mekanlarından biri İstiklal Caddesi ve çevresidir.
649,202,Serçe Sarayı dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
28,254,Adını Sen Koy dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
586,209,Paramparça dizisinin ana çekim mekanlarından biri Kandilli ve çevresidir.
736,245,Umut Taksi dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
640,180,Sen de Gitme dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
697,243,Tatar Ramazan dizisinin ana çekim mekanlarından biri Süleymaniye ve çevresidir.
9,180,8. Gün dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
333,224,Gümüş dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
308,213,Gecenin Kraliçesi dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
94,202,Aşk Ağlatır dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
900,169,Şaşkın Bakkal 216 dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
565,259,Nerdesin Birader dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
174,245,Bir Mucize Olsun dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
831,223,Çifte Saadet dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
274,194,Evlat Kokusu dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
429,250,Kaygısızlar dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
294,224,Fedai dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
874,213,İnsanlık Suçu dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
737,180,Umut Yolcuları dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
769,191,Yalan Dünya dizisinin ana çekim mekanlarından biri Cihangir ve çevresidir.
165,174,Bir Aşk Hikayesi dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
216,223,Cesaretin Var Mı Aşka dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
202,245,Bıçak Sırtı dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
643,194,Seni Kimler Aldı dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
88,165,Azize dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
290,224,Fatih Harbiye dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
397,213,Kalbimdeki Deniz dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
55,259,Ankara'nın Dikmen'i dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
525,254,Makber dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
122,267,Bahtiyar Ölmez dizisinin ana çekim mekanlarından biri İstiklal Caddesi ve çevresidir.
317,225,Gönül Ferman Dinlemiyor dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
683,180,Süper Baba dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
870,180,İnadına Aşk dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
170,218,Bir Deli Sevda dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
277,169,Eyvah Halam dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
506,213,Kızlarım İçin dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
387,202,Hıçkırık dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
83,246,Aynadaki Düşman dizisinin ana çekim mekanlarından biri Tarlabaşı ve çevresidir.
465,199,Kurt Seyit ve Şura dizisinin ana çekim mekanlarından biri Galata Kulesi ve çevresidir.
644,245,Seni Çok Bekledim dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
838,180,Çocuk dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
348,194,Hacı dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
784,165,Yaz'ın Öyküsü dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
275,224,Evlerden Biri dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
23,212,Adanalı dizisinin ana çekim mekanlarından biri Karaköy ve çevresidir.
482,202,Kötü Yol dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
633,215,Sağır Oda dizisinin ana çekim mekanlarından biri Kilyos Sahili ve çevresidir.
659,250,Seviyor Sevmiyor dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
245,180,Dostlar Mahallesi dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
93,218,Aşağı Yukarı Yemişlililer dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
762,212,Vuslat dizisinin ana çekim mekanlarından biri Karaköy ve çevresidir.
240,165,Doktorlar dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
206,224,Canan dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
311,223,Gençliğim Eyvah dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
905,225,Şen Yuva dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
197,253,Bugünün Saraylısı dizisinin ana çekim mekanlarından biri Yedikule Zindanları ve çevresidir.
828,180,Çarli dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
739,245,Unutulmaz dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
370,169,Hayat Şarkısı dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
560,259,N'olur Ayrılalım dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
655,165,Seven Ne Yapmaz dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
425,223,Kavak Yelleri dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
207,225,Canevim dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
894,250,Şahane Damat dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
628,180,Salih Kuşu dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
224,174,Dayan Yüreğim dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
691,180,Sıla dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
777,180,Yaralı Kuşlar dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
451,209,Koca Koca Yalanlar dizisinin ana çekim mekanlarından biri Kandilli ve çevresidir.
474,176,Kuzey Rüzgârı dizisinin ana çekim mekanlarından biri Belgrad Ormanı ve çevresidir.
543,224,Merhaba Hayat dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
839,250,Çocuklar Duymasın dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
352,180,Halka dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
843,218,Çılgın Bediş dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
256,218,Ekmek Teknesi dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
421,245,Kardeşlerim dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
734,180,Umuda Kelepçe Vurulmaz dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
911,223,Şimdi Onlar Düşünsün dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
827,225,Çapkın dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
783,250,Yaz Şarkısı dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
707,213,Tehlikeli Karım dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
360,218,Hayal ve Gerçek dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
756,215,Veliaht dizisinin ana çekim mekanlarından biri Kilyos Sahili ve çevresidir.
887,180,İçimdeki Fırtına dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
323,180,Gülbeyaz dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
169,194,Bir Deli Rüzgar dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
125,250,Bana Baba Dedi dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
902,180,Şehnaz Tango dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
667,213,Siyah Beyaz Aşk dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
419,202,Kardeş Çocukları dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
371,246,Hayati ve Diğerleri dizisinin ana çekim mekanlarından biri Tarlabaşı ve çevresidir.
58,174,Annem dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
490,245,Küçük Besleme dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
334,180,Güneydoğudan Öyküler Önce Vatan dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
539,194,Melekler Korusun dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
449,225,Kiralık Aşk dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
398,218,Kalk Gidelim dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
867,169,İkizler Memo-Can dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
5,176,46 Yok Olan dizisinin ana çekim mekanlarından biri Belgrad Ormanı ve çevresidir.
642,209,Senden Daha Güzel dizisinin ana çekim mekanlarından biri Kandilli ve çevresidir.
268,223,Erkenci Kuş dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
71,245,Asla Vazgeçmem dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
126,180,Bana Sevmeyi Anlat dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
180,180,Bir Çocuk Sevdim dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
702,218,Tatlı İntikam dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
393,224,Kader Bağları dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
67,259,Arkadaşlar İyidir dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
813,202,Yıldızlar Şahidim dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
190,223,Bizim Okul dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
728,225,Türk Malı dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
394,245,Kaderimin Yazıldığı Gün dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
173,180,Bir Litre Gözyaşı dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
857,218,Öğretmen Kemal dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
509,169,Kızım dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
690,259,Sıdıka dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
152,209,Benim Tatlı Yalanım dizisinin ana çekim mekanlarından biri Kandilli ve çevresidir.
866,202,İkisini de Sevdim dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
91,254,Ağır Roman Yeni Dünya dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
143,174,Ben Onu Çok Sevdim dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
452,180,Kocaman Ailem dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
178,180,Bir Zamanlar Osmanlı dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
80,224,Avrupa Yakası dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
651,259,Sevda Çiçeği dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
70,209,Artist Palas dizisinin ana çekim mekanlarından biri Kandilli ve çevresidir.
243,213,Doludizgin Yıllar dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
807,202,Yüz Yıllık Mucize dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
109,250,Aşkın Bedeli dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
159,180,Bez Bebek dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
321,245,Gözleri KaraDeniz dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
148,180,Benim Adım Gültepe dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
214,165,Cennet'in Gözyaşları dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
593,218,Perihan Abla dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
373,213,Haziran Gecesi dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
684,250,Süper Babaanne dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
44,180,Alev Alev dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
66,245,Arka Sıradakiler dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
377,246,Her Şey Yolunda dizisinin ana çekim mekanlarından biri Tarlabaşı ve çevresidir.
2,212,155 Polis İmdat dizisinin ana çekim mekanlarından biri Karaköy ve çevresidir.
335,165,Güneşi Beklerken dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
231,224,Deli Gönül dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
499,250,Kırgın Çiçekler dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
903,180,Şehrin Melekleri dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
538,243,Mehmetçik Kut'ül Amare dizisinin ana çekim mekanlarından biri Süleymaniye ve çevresidir.
15,169,Acil Aşk Aranıyor dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
331,259,Gülümse Yeter dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
650,198,Sevda Kuşun Kanadında dizisinin ana çekim mekanlarından biri Fener ve çevresidir.
271,194,Eski Hikâye dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
142,225,Ben Olsaydım dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
150,250,Benim Annem Bir Melek dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
376,180,Her Yerde Sen dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
541,202,Menekşe ile Halil dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
51,174,Alın Yazım dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
409,246,Kara Para Aşk dizisinin ana çekim mekanlarından biri Tarlabaşı ve çevresidir.
284,225,Eşref Saati dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
432,176,Kayıp dizisinin ana çekim mekanlarından biri Belgrad Ormanı ve çevresidir.
446,215,Kimse Bilmez dizisinin ana çekim mekanlarından biri Kilyos Sahili ve çevresidir.
729,218,Türk'ün Uzayla İmtihanı dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
189,169,Bizim Kuruntu Ailesi dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
788,254,Yemin dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
793,174,Yetim Gönüller dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
264,215,Emret Komutanım Yeniden dizisinin ana çekim mekanlarından biri Kilyos Sahili ve çevresidir.
681,267,Söz dizisinin ana çekim mekanlarından biri İstiklal Caddesi ve çevresidir.
196,180,Bu Şehir Arkandan Gelecek dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
617,218,Ruhsar dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
408,213,Kara Melek dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
679,169,Suskunlar dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
854,254,Öyle Bir Geçer Zaman ki dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
767,223,Yahşi Cazibe dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
85,225,Ayrılsak da Beraberiz dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
450,250,Klavye Delikanlıları dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
540,180,Meleklerin Aşkı dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
85,218,Ayrılsak da Beraberiz dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
119,169,Babam Sınıfta Kaldı dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
513,213,Kış Güneşi dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
260,202,Elimi Bırakma dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
404,246,Kanıt: Ateş Üstünde dizisinin ana çekim mekanlarından biri Tarlabaşı ve çevresidir.
246,174,Doğduğun Ev Kaderindir dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
511,176,Kızım Nerede? dizisinin ana çekim mekanlarından biri Belgrad Ormanı ve çevresidir.
508,180,Kızılcık Şerbeti dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
270,194,Esir Şehrin Gözyaşları - Bir Ferhat ile Şirin Hikayesi dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
213,169,Cennet Mahallesi dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
19,212,Acı Hayat dizisinin ana çekim mekanlarından biri Karaköy ve çevresidir.
259,202,Elif dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
95,254,Aşk Ekmek Hayaller dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
722,180,Tozkoparan dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
801,199,Yunus Emre Aşkın Yolculuğu dizisinin ana çekim mekanlarından biri Galata Kulesi ve çevresidir.
139,246,Ben Bu Cihana Sığmazam dizisinin ana çekim mekanlarından biri Tarlabaşı ve çevresidir.
632,169,Saygılar Bizden dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
750,209,Uğurlugiller dizisinin ana çekim mekanlarından biri Kandilli ve çevresidir.
344,267,Güzel Çirkin dizisinin ana çekim mekanlarından biri İstiklal Caddesi ve çevresidir.
25,225,Adı Mutluluk dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
804,250,Yüksek Sosyete dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
160,180,Beş Kardeş dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
436,218,Kaçak Gelinler dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
273,180,Eve Düşen Yıldırım dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
50,259,Altınsoylar dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
366,218,Hayat Bilgisi dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
218,224,Cesur ve Güzel dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
527,213,Maral: En Güzel Hikayem dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
369,202,Hayat Türküsü dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
721,254,Toprak ile Fidan dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
61,218,Aramızda Kalsın dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
472,180,Kurşun Bilal dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
471,259,Kuruntu Ailesi dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
491,209,Küçük Gelin dizisinin ana çekim mekanlarından biri Kandilli ve çevresidir.
728,223,Türk Malı dizisinin ana çekim mekanlarından biri Moda Sahili ve çevresidir.
151,224,Benim Hala Umudum Var dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
322,213,Gözlerinde Son Gece dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
396,180,Kalbim Ege'de Kaldı dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
76,254,Ateş Kuşları dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
24,174,Adı Efsane dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
239,259,Doksanlar dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
110,199,Aşkın Yolculuğu: Hacı Bayram-ı Veli dizisinin ana çekim mekanlarından biri Galata Kulesi ve çevresidir.
803,225,Yuvamdaki Düşman dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
552,243,Muhteşem Yüzyıl dizisinin ana çekim mekanlarından biri Süleymaniye ve çevresidir.
84,224,Aynalı Tahir dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
290,213,Fatih Harbiye dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
262,202,Emanet dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
517,254,Lale Devri dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
636,259,Selena dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
743,240,Uyanış: Büyük Selçuklu dizisinin ana çekim mekanlarından biri Sultanahmet ve çevresidir.
574,224,O Hayat Benim dizisinin ana çekim mekanlarından biri Nişantaşı ve çevresidir.
453,250,Kocamın Ailesi dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
815,218,Zapping Ailesi dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
635,202,Seksenler dizisinin ana çekim mekanlarından biri Göktürk ve çevresidir.
572,254,Not Defteri dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
97,225,Aşk Laftan Anlamaz dizisinin ana çekim mekanlarından biri Ortaköy ve çevresidir.
265,250,En Son Babalar Duyar dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
661,218,Sihirli Annem dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
378,213,Hercai dizisinin ana çekim mekanlarından biri Kemerburgaz ve çevresidir.
662,209,Sihirli Safiye dizisinin ana çekim mekanlarından biri Kandilli ve çevresidir.
639,174,Sen Ağlama İstanbul dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
34,165,Akasya Durağı dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
638,194,Sen Anlat Karadeniz dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
302,218,Fırıldak Nuri dizisinin ana çekim mekanlarından biri Kuzguncuk ve çevresidir.
618,169,Ruhumun Aynası dizisinin ana çekim mekanlarından biri Balat ve çevresidir.
78,267,Avlu dizisinin ana çekim mekanlarından biri İstiklal Caddesi ve çevresidir.
233,246,Deli Yürek dizisinin ana çekim mekanlarından biri Tarlabaşı ve çevresidir.
395,174,Kadın dizisinin ana çekim mekanlarından biri Bebek Sahili ve çevresidir.
4,176,20 Dakika dizisinin ana çekim mekanlarından biri Belgrad Ormanı ve çevresidir.
505,180,Kızlar Yurdu dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
492,165,Küçük Kadınlar dizisinin ana çekim mekanlarından biri Arnavutköy Sahili ve çevresidir.
146,259,Beni Böyle Sev dizisinin ana çekim mekanlarından biri Çengelköy ve çevresidir.
816,180,Zengin Kız Fakir Oğlan dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
33,250,Aile İşi dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
